PLAYER_NAME,PLAYER_ID,SEASON_ID,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FG%,FT%,FG3%,PERSON_ID,POSITION,HEIGHT,WEIGHT,paint_shots_per_game,paint_fg_pct,corner_3_per_game,corner_3_pct,midrange_per_game,midrange_pct,above_break_3_per_game,above_break_3_pct,avg_shot_distance,max_shot_distance,clutch_fg_pct,games_played,total_shots,OFF_PRBALLHANDLER_FREQ,OFF_PRROLLMAN_FREQ,OFF_POSTUP_FREQ,OFF_SPOTUP_FREQ,OFF_OFFSCREEN_FREQ,OFF_CUT_FREQ,DEF_PRBALLHANDLER_FREQ,DEF_PRROLLMAN_FREQ,DEF_POSTUP_FREQ,Height_IN,PTS_per36,AST_per36,OREB_per36,DREB_per36,STL_per36,BLK_per36,TOV_per36,paint_shots_per_game_per36,corner_3_per_game_per36,midrange_per_game_per36,above_break_3_per_game_per36,Cluster
Angel Reese,1642291,22026,30.916666666666668,4.916666666666667,11.416666666666666,0.1666666666666666,1.4166666666666667,4.583333333333333,5.916666666666667,5.583333333333333,6.333333333333333,11.916666666666666,3.1666666666666665,1.4166666666666667,0.9166666666666666,3.9166666666666665,3.5,14.583333333333334,0.4306569343065693,0.7746478873239435,0.1176470588235294,1642291,F,6-4,165,9.666666666666666,0.4913793103448275,0.5833333333333334,0.1428571428571428,0.3333333333333333,0.0,0.8333333333333334,0.1,5.131386861313868,27.0,0.5,12.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,16.981132075471695,3.6873315363881396,6.501347708894878,7.374663072776279,1.6495956873315363,1.067385444743935,4.560646900269541,11.256064690026951,0.6792452830188679,0.3881401617250673,0.9703504043126684,2
Angela Dugalic,1643455,22026,13.545454545454543,2.1818181818181817,4.2727272727272725,0.2727272727272727,1.3636363636363635,0.8181818181818182,1.181818181818182,0.8181818181818182,3.5454545454545454,4.363636363636363,0.7272727272727273,0.7272727272727273,0.3636363636363636,0.7272727272727273,1.6363636363636365,5.454545454545454,0.5106382978723404,0.6923076923076923,0.2,1643455,F,6-4,199,3.0,0.6666666666666666,0.3,0.3333333333333333,0.2,0.5,1.2,0.1666666666666666,10.23404255319149,30.0,0.5555555555555556,10.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,14.496644295302016,1.932885906040269,2.1744966442953024,9.42281879194631,1.932885906040269,0.9664429530201343,1.932885906040269,7.973154362416109,0.7973154362416109,0.5315436241610739,3.1892617449664438,2
Antonia Delaere,1643489,22026,13.583333333333334,0.9166666666666666,2.0,0.5,1.0833333333333333,0.25,0.25,0.1666666666666666,0.5833333333333334,0.75,1.5833333333333333,0.3333333333333333,0.0,0.4166666666666667,0.9166666666666666,2.583333333333333,0.4583333333333333,1.0,0.4615384615384615,1643489,G,5-11,155,0.7,0.5714285714285714,0.6,0.3333333333333333,0.4,0.25,0.7,0.5714285714285714,16.25,25.0,0.2857142857142857,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6.846625766871164,4.196319018404908,0.4417177914110427,1.5460122699386503,0.8834355828220858,0.0,1.1042944785276074,1.85521472392638,1.5901840490797545,1.060122699386503,1.85521472392638,5
Ariel Atkins,1628878,22026,26.3,3.2,9.2,1.2,4.3,1.8,1.9,0.9,2.7,3.6,2.3,2.0,0.4,2.0,3.4,9.4,0.3478260869565218,0.9473684210526316,0.2790697674418604,1628878,G,5-10,167,2.9,0.3448275862068966,0.3,0.3333333333333333,2.0,0.5,4.0,0.275,16.33695652173913,28.0,0.25,10.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12.866920152091254,3.1482889733840302,1.2319391634980987,3.6958174904942966,2.7376425855513307,0.5475285171102662,2.7376425855513307,3.9695817490494294,0.4106463878326996,2.7376425855513307,5.475285171102661,0
Arike Ogunbowale,1629481,22026,29.166666666666668,4.25,12.75,1.9166666666666667,5.666666666666667,3.4166666666666665,3.8333333333333335,1.0,1.9166666666666667,2.9166666666666665,3.0,0.9166666666666666,0.0833333333333333,1.75,2.1666666666666665,13.833333333333334,0.3333333333333333,0.8913043478260869,0.3382352941176471,1629481,G,5-8,165,5.0,0.35,0.5,0.3333333333333333,2.083333333333333,0.28,5.0,0.35,15.379084967320262,45.0,0.2,12.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,17.074285714285715,3.702857142857143,1.2342857142857142,2.3657142857142857,1.1314285714285712,0.10285714285714281,2.1599999999999997,6.171428571428571,0.6171428571428571,2.5714285714285707,6.171428571428571,5
Ashlon Jackson,1643437,22026,11.2,0.8,2.0,0.4,1.6,0.0,0.4,0.0,1.2,1.2,1.0,1.2,0.0,0.6,0.6,2.0,0.4,0.0,0.25,1643437,G,6-0,170,0.4,1.0,0.0,0.0,0.0,0.0,1.6,0.25,20.4,29.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.428571428571429,3.2142857142857144,0.0,3.857142857142857,3.857142857142857,0.0,1.9285714285714286,1.2857142857142858,0.0,0.0,5.142857142857143,0
Awa Fam,1643443,22026,27.666666666666668,4.222222222222222,9.0,0.6666666666666666,2.7777777777777777,0.8888888888888888,1.3333333333333333,1.5555555555555556,3.333333333333333,4.888888888888889,1.4444444444444444,0.6666666666666666,0.6666666666666666,2.2222222222222223,3.111111111111111,10.0,0.4691358024691358,0.6666666666666666,0.24,1643443,C,6-4,0,4.666666666666667,0.5714285714285714,0.1111111111111111,0.0,1.5555555555555556,0.5714285714285714,2.555555555555556,0.2608695652173913,12.864197530864198,58.0,0.4166666666666667,9.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,13.012048192771084,1.8795180722891565,2.0240963855421685,4.337349397590361,0.8674698795180722,0.8674698795180722,2.891566265060241,6.072289156626506,0.14457831325301204,2.0240963855421685,3.325301204819277,3
Awak Kuier,1630386,22026,13.88888888888889,2.111111111111111,3.2222222222222223,0.7777777777777778,1.5555555555555556,1.3333333333333333,1.7777777777777777,0.4444444444444444,2.555555555555556,3.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.5555555555555556,6.333333333333333,0.6551724137931034,0.75,0.5,1630386,F,6-6,168,2.0,0.8571428571428571,0.1428571428571428,0.0,0.1428571428571428,0.0,1.8571428571428568,0.5384615384615384,13.689655172413794,29.0,0.8,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,16.416,2.304,1.152,6.6240000000000006,1.4400000000000002,2.304,2.304,5.184,0.3702857142857141,0.3702857142857141,4.813714285714285,6
Aziaha James,1642793,22026,12.166666666666666,2.4166666666666665,6.666666666666667,0.5833333333333334,2.0,1.1666666666666667,1.5,0.6666666666666666,1.6666666666666667,2.333333333333333,1.3333333333333333,1.0833333333333333,0.25,0.5,2.25,6.583333333333333,0.3625,0.7777777777777778,0.2916666666666667,1642793,G,5-10,0,3.333333333333333,0.4,0.4166666666666667,0.4,1.3333333333333333,0.375,1.5833333333333333,0.2631578947368421,12.1,28.0,0.3,12.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,19.47945205479452,3.945205479452055,1.9726027397260275,4.9315068493150696,3.2054794520547945,0.7397260273972603,1.4794520547945207,9.863013698630137,1.2328767123287674,3.945205479452055,4.684931506849315,3
Azura Stevens,1628922,22026,20.125,3.625,9.75,0.375,3.375,1.875,2.25,1.125,4.5,5.625,2.0,0.75,0.5,1.0,2.375,9.5,0.3717948717948718,0.8333333333333334,0.1111111111111111,1628922,F-C,6-6,180,5.125,0.4878048780487805,1.125,0.1111111111111111,1.25,0.6,2.25,0.1111111111111111,11.102564102564102,27.0,0.375,8.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,16.99378881987578,3.577639751552795,2.0124223602484475,8.04968944099379,1.3416149068322982,0.8944099378881988,1.7888198757763976,9.167701863354038,2.0124223602484475,2.236024844720497,4.024844720496895,2
Azzi Fudd,1643425,22026,27.63636363636364,4.909090909090909,9.545454545454543,1.6363636363636365,4.2727272727272725,0.4545454545454545,0.5454545454545454,0.3636363636363636,1.0,1.3636363636363635,1.3636363636363635,1.2727272727272727,1.0,0.8181818181818182,2.0,11.909090909090908,0.5142857142857143,0.8333333333333334,0.3829787234042554,1643425,G,5-11,0,2.636363636363636,0.6896551724137931,0.3636363636363636,0.75,2.636363636363636,0.5517241379310345,3.909090909090909,0.3488372093023256,16.914285714285715,36.0,0.2857142857142857,11.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,15.513157894736837,1.7763157894736836,0.47368421052631565,1.3026315789473681,1.6578947368421049,1.3026315789473681,1.0657894736842104,3.434210526315788,0.47368421052631565,3.434210526315788,5.092105263157894,3
Betnijah Laney-Hamilton,204335,22026,18.4,1.9,4.7,0.8,2.7,2.1,2.6,0.1,1.8,1.9,1.9,0.5,0.1,1.3,1.4,6.7,0.4042553191489361,0.8076923076923077,0.2962962962962963,204335,G-F,6-0,166,1.6666666666666667,0.4666666666666667,1.0,0.4444444444444444,0.5555555555555556,0.8,2.0,0.2222222222222222,17.02127659574468,27.0,0.1428571428571428,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,13.108695652173916,3.7173913043478266,0.19565217391304351,3.521739130434783,0.9782608695652175,0.19565217391304351,2.5434782608695654,3.260869565217392,1.956521739130435,1.0869565217391306,3.91304347826087,7
Breanna Stewart,1627668,22026,32.69230769230769,6.307692307692308,14.23076923076923,0.5384615384615384,3.076923076923077,7.230769230769231,8.076923076923077,1.3846153846153846,7.384615384615385,8.76923076923077,2.769230769230769,1.5384615384615383,0.9230769230769232,2.5384615384615383,2.3076923076923075,20.384615384615383,0.4432432432432432,0.8952380952380953,0.175,1627668,F,6-4,170,9.615384615384617,0.528,0.6153846153846154,0.375,1.5384615384615383,0.45,2.4615384615384617,0.125,9.924324324324324,27.0,0.3703703703703703,13.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,22.447058823529407,3.049411764705882,1.524705882352941,8.131764705882352,1.6941176470588233,1.0164705882352942,2.7952941176470585,10.588235294117649,0.6776470588235294,1.6941176470588233,2.7105882352941175,2
Brianna Turner,1629488,22026,10.272727272727272,0.3636363636363636,0.9090909090909092,0.0,0.0,0.1818181818181818,0.1818181818181818,0.7272727272727273,1.3636363636363635,2.090909090909091,0.2727272727272727,0.3636363636363636,0.5454545454545454,0.5454545454545454,1.0,0.9090909090909092,0.4,1.0,0.0,1629488,F-C,6-3,175,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,4.5,16.0,0.5,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.1858407079646027,0.9557522123893806,2.548672566371682,4.778761061946903,1.2743362831858407,1.9115044247787611,1.9115044247787611,7.008849557522125,0.0,1.7522123893805313,0.0,6
